Hub_ID,Chokepoint_Bridge_Score,Incoming_Lanes_Count,Outgoing_Lanes_Count
IND243503AAB,0.0004031846111184086,3,1
IND244901AAB,0.014029364975115666,10,7
IND243002AAA,0.00040500897587460047,1,1
IND243201AAA,0.000808193586993009,2,1
IND262001AAA,0.0016127384444736344,2,2
IND243301AAB,0.00040610359472831564,1,2
IND244901AAC,1.824364756191894e-06,1,1
IND263153AAB,0.0072445524468380115,6,7
IND244221AAA,0.007549221361122058,1,1
IND244301AAA,0.0012150269276238015,1,1
IND244412AAA,0.0012128376899163712,1,2
IND244501AAA,0.0,1,1
IND244601AAB,0.0004031846111184086,2,1
IND244713AAA,0.0,3,2
IND244715AAA,0.00040500897587460047,2,2
IND263401AAA,0.0008056394763343404,3,2
IND244921AAB,0.00040391435702088536,2,2
IND246725AAB,0.0020232205146168106,1,1
IND246001AAA,0.0,0,1
IND249201AAA,0.0016196710305471636,2,2
IND246149AAA,0.0,1,1
IND246174AAA,0.0008125720624078696,2,1
IND246444AAB,0.000406468467679554,1,1
IND246424AAA,3.648729512383788e-07,1,1
IND246701AAA,0.0020210312769093804,1,1
IND246763AAA,0.00201884203920195,1,2
IND246761AAA,0.0008103828247004393,1,3
IND247554AAA,0.0004031846111184086,1,2
IND247776AAA,0.000808193586993009,1,1
IND251309AAB,0.0008060043492855788,1,1
IND248122AAB,0.00040391435702088536,1,1
IND248197AAA,0.0,0,1
IND250221AAA,0.0,0,1
IND251201AAA,0.00040391435702088536,1,2
IND261001AAA,1.0946188537151365e-06,1,1
IND262701AAA,1.4594918049535152e-06,1,1
IND261201AAB,0.0,0,1
IND262122AAB,0.0,1,1
IND262405AAA,0.0,0,1
IND262501AAA,0.0012080943415502723,2,1
IND262802AAA,1.0946188537151365e-06,1,1
IND262723AAB,0.0,1,0
IND263002AAA,0.0,1,1
IND263645AAA,0.0012128376899163712,3,2
IND263139AAA,0.0,1,1
IND263601AAA,0.0,1,3
IND271001AAA,3.648729512383788e-07,1,2
IND271201AAA,3.648729512383788e-07,1,1
IND271210AAA,3.648729512383788e-07,2,1
IND272001AAA,0.00040938745128946103,1,2
IND272175AAA,0.0,1,0
IND272155AAA,0.0,0,1
IND272207AAB,0.0,0,1
IND272153AAC,0.0,1,0
IND273155AAA,5.1082213173373036e-06,1,2
IND273304AAA,0.00040829283243574586,2,1
IND274001AAA,0.00042471211524147294,2,2
IND274301AAB,0.001223419005502284,3,1
IND277303AAC,1.4230045098296773e-05,1,1
IND273303AAA,0.0,1,1
IND274509AAB,1.3865172147058395e-05,1,3
IND274304AAA,0.0,2,1
IND274304AAB,0.00040865770538698427,2,2
IND274402AAA,5.1082213173373036e-06,1,2
IND275303AAA,0.0008257074886524513,1,1
IND276140AAA,0.00042106338572908914,1,1
IND276305AAA,0.0012197702759899004,1,1
IND276129AAA,1.6419282805727048e-05,1,1
IND277201AAA,0.000820599267335114,1,1
IND277211AAA,0.00041741465621670534,1,1
IND281121AAB,0.0,0,1
IND281401AAA,0.0,0,2
IND321022AAA,0.0,1,1
IND282001AAF,0.0,0,1
IND283122AAB,0.0004042792299721237,1,2
IND281004AAA,0.0,1,0
IND282005AAA,0.0,1,0
IND284001AAA,0.0,0,1
IND284403AAA,0.00040391435702088536,1,2
IND472001AAA,0.0012102835792577025,2,2
IND285205AAB,0.0016127384444736344,1,1
IND321001AAB,0.0008092882058467242,1,2
IND321606AAA,7.297459024767576e-07,2,2
IND301019AAA,0.0,0,2
IND302004AAA,6.20284017105244e-06,1,2
IND302014AAB,0.00010325904520046121,9,12
IND302033AAB,0.0,1,0
IND302006AAA,0.0,1,1
IND302006AAC,0.0,1,1
IND303702AAB,0.007657588627639856,1,2
IND305001AAC,0.010041303618080186,5,4
IND306401AAB,0.011711691988849483,3,4
IND313001AAB,0.008263642599646803,4,5
IND332404AAA,0.0,2,1
IND302020AAA,0.0,1,1
IND302023AAA,0.0,1,0
IND302026AAA,0.0,1,1
IND303008AAB,0.0,1,1
IND303301AAB,0.0,1,1
IND303303AAA,2.6270852489163273e-05,2,1
IND303603AAB,1.824364756191894e-05,2,2
IND303901AAA,0.0,1,1
IND304001AAA,1.20408073908665e-05,2,1
IND303002AAA,0.0,1,1
IND303338AAB,6.567713122290818e-06,2,1
IND303106AAA,0.0004042792299721237,1,2
IND303108AAB,0.0,0,1
IND322230AAA,2.7000598391640033e-05,1,1
IND303503AAA,0.0,1,1
IND332001AAB,0.009670592699621993,3,6
IND322001AAC,1.2770553293343258e-05,1,1
IND305802AAA,0.001619306157595925,1,1
IND305901AAA,0.0012106484522089408,1,2
IND342602AAC,0.0008103828247004393,2,2
IND305404AAA,0.0028186435483164764,1,2
IND305601AAC,0.0,1,1
IND305624AAA,0.0028208327860239067,3,1
IND341512AAA,0.0016171169198884948,1,1
IND306116AAA,0.00040756308653326916,1,1
IND306001AAA,0.0,1,0
IND306304AAB,0.0,1,1
IND311302AAA,0.0008060043492855788,2,1
IND342005AAD,0.00524176481749055,2,4
IND343001AAA,0.002030517973641578,1,1
IND306902AAA,0.0008143964271640615,1,1
IND307001AAA,0.001220500021892377,1,1
IND311001AAA,0.002012274326079659,2,1
IND313324AAA,0.002010085088372229,1,1
IND311301AAA,0.0,0,1
IND312001AAA,0.002422391523271597,2,2
IND312601AAA,0.0008103828247004393,1,1
IND312403AAA,0.0008060043492855788,1,1
IND458664AAA,0.000808193586993009,1,1
IND312605AAB,0.0020184771662507114,2,2
IND458001AAB,0.0004053738488258389,1,1
IND327001AAB,0.0012139323087700864,1,1
IND321001AAA,0.00040354948406964695,2,2
IND321401AAB,0.0,2,0
IND321408AAB,0.0,0,2
IND322201AAA,2.8460090196593547e-05,1,2
IND322241AAA,2.773034429411679e-05,1,1
IND331022A1B,0.0,0,1
IND331001A1C,0.0,1,0
IND331023AAA,0.0012106484522089408,1,1
IND331304AAA,0.0012084592145015106,1,1
IND331507AAA,0.0,0,1
IND331701AAA,0.0004031846111184086,1,1
IND333001AAA,0.0,1,1
IND333028AAA,0.00203234233839777,2,2
IND333031AAA,0.0012128376899163712,2,1
IND333042AAA,0.0,1,1
IND334001AAB,0.0,1,1
IND334001AAC,0.004799173927638396,1,2
IND332713AAA,0.0008143964271640615,1,2
IND332709AAA,0.0,1,0
IND332715AAB,0.0,1,0
IND333502AAA,0.0,1,0
IND333504AAA,0.001220500021892377,1,1
IND334803AAA,0.0004031846111184086,2,1
IND341001AAC,0.005198344936293183,2,2
IND335001AAA,0.0028113460892917087,1,1
IND335051AAA,0.0016105492067662042,1,1
IND335803AAA,0.0,1,1
IND335804AAD,0.0016171169198884948,2,2
IND335701AAA,0.0016127384444736344,2,1
IND335703AAA,0.0,1,1
IND341030AAA,0.0,1,1
IND341303AAA,0.005193966460878322,2,1
IND341306AAA,0.005191777223170892,1,1
IND341503AAB,0.0,1,1
IND341510AAB,0.0016105492067662042,2,1
IND341505AAA,0.0016149276821810646,1,2
IND342601AAA,0.0,1,2
IND342902A1B,0.00240378300275844,2,1
IND342902AAA,0.0004028197381671702,2,1
IND344022AAB,0.001619306157595925,1,2
IND342301AAA,0.0016105492067662042,4,1
IND343029AAB,0.001625873870718216,1,1
IND344001AAA,0.0008103828247004393,1,3
IND345001AAA,0.0,1,2
IND345021AAA,0.0,2,1
IND360003AAA,0.0,0,1
IND360311AAA,3.648729512383788e-07,1,1
IND360050AAA,0.0,1,0
IND360370AAA,7.662331976005956e-06,1,1
IND360410AAA,7.662331976005956e-06,1,1
IND360490AAA,7.662331976005956e-06,1,1
IND362001AAA,4.050089758746005e-05,3,4
IND360510AAB,7.662331976005956e-06,1,1
IND360530AAB,7.662331976005956e-06,1,1
IND360575AAA,7.662331976005956e-06,1,1
IND361001AAA,0.0,0,1
IND361305AAC,1.0946188537151365e-06,1,2
IND361315AAA,0.0,1,1
IND361335AAA,1.0946188537151365e-06,2,1
IND360002AAB,0.0,3,0
IND362220AAA,4.013602463622167e-06,1,2
IND362265AAA,1.6419282805727048e-05,3,1
IND362150AAA,1.6419282805727048e-05,1,1
IND362225AAA,0.0,1,1
IND362720AAA,1.6419282805727048e-05,1,1
IND362560AAA,1.6419282805727048e-05,1,1
IND363001AAA,7.297459024767576e-07,1,1
IND363421AAB,7.297459024767576e-07,1,1
IND363310AAB,0.0020144635637870893,2,1
IND363330AAB,0.0,1,1
IND364710AAA,0.0,1,0
IND363520AAC,0.0,0,1
IND363621AAB,0.0,1,1
IND363641AAA,0.0,0,2
IND364004AAB,0.0012183107841849468,1,1
IND365560AAA,0.000812936935359108,1,1
IND364270AAA,0.0,0,1
IND364001AAA,0.0,1,0
IND364290AAA,0.0,1,1
IND365560AAB,0.0004068333406307924,2,1
IND370001AAA,0.000808193586993009,2,3
IND370110AAA,0.0,1,2
IND370201AAA,0.00201884203920195,2,2
IND370615AAB,0.0,2,1
IND380005AAA,0.0008103828247004393,1,3
IND382421AAA,0.0004053738488258389,1,2
IND382721AAA,0.0004031846111184086,2,1
IND380006AAA,0.0,0,1
IND380006AAB,0.0,0,1
IND380021AAA,0.0,0,1
IND380054AAA,0.0,1,1
IND380015AAB,0.0,1,0
IND382345AAA,0.0,1,0
IND384205AAA,0.008450092677729615,6,6
IND387620AAB,0.00040610359472831564,1,1
IND388320AAA,0.003287505290657793,4,4
IND389001AAA,0.0008122071894566313,1,1
IND395023AAA,0.021335580950712963,8,8
IND382715AAA,0.0,1,1
IND383001AAA,0.0008103828247004393,1,1
IND383315AAC,0.000808193586993009,1,2
IND383255AAB,0.0,1,1
IND384170AAA,0.0012150269276238015,1,1
IND384265AAB,0.0012128376899163712,1,2
IND384355AAB,0.0,1,2
IND385001AAA,0.0004053738488258389,2,1
IND385320AAA,0.0,1,1
IND385340AAB,0.0012084592145015106,2,1
IND385535AAA,0.0004031846111184086,1,1
IND387001AAA,0.0,1,1
IND388220AAA,0.0004031846111184086,2,1
IND389230AAB,0.0,1,0
IND388121AAA,0.0004053738488258389,1,1
IND388620AAB,0.0004031846111184086,1,1
IND389151AAA,0.000406468467679554,1,1
IND457661AAA,0.0,1,0
IND390018AAB,0.0,1,1
IND390020AAA,0.0012135674358188478,3,3
IND391110AAD,0.0,1,2
IND395001AAA,0.0,1,1
IND395023AAD,1.787877461068056e-05,5,5
IND395004AAB,0.0,1,1
IND395006AAA,0.0,1,1
IND395009AAA,0.0,1,1
IND395010AAB,0.0,0,1
IND394221AAA,0.0,1,0
IND396191AAC,0.0020213961498606187,3,5
IND396445AAA,6.20284017105244e-06,1,1
IND396001AAA,6.20284017105244e-06,1,1
IND396105AAA,0.0,1,1
IND396191AAB,0.0,0,1
IND396210AAA,0.0,1,0
IND396232AAA,0.0,1,1
IND396321AAA,9.12182378095947e-06,2,2
IND396580AAB,0.0,1,1
IND400011AAA,0.0008078287140417707,2,2
IND400072AAD,7.333946319891414e-05,3,1
IND400015AAA,0.00040354948406964695,3,2
IND400015AAB,0.0,2,2
IND400016AAA,0.0,0,1
IND400016AAB,0.0,0,2
IND400037AAA,0.0,1,1
IND400072AAJ,0.00040610359472831564,2,1
IND400064AAB,0.0,0,2
IND400072AAA,0.0,1,1
IND400701AAB,0.0,2,1
IND401104AAA,0.0012139323087700864,4,4
IND401104AAB,0.0,2,2
IND421302AAR,0.0016291577272793613,5,4
IND421302AAS,0.0,1,0
IND400072AAC,0.0,0,1
IND400072AAI,0.0,0,1
IND000000AFS,0.0,1,0
IND400102AAB,0.0,1,1
IND400102AAC,0.00040573872177707723,1,2
IND400052AAA,0.0,1,0
IND400612AAA,0.0,1,1
IND400705AAA,0.00040573872177707723,1,1
IND421302AAH,0.0,2,0
IND401208AAA,0.0,1,0
IND401209AAA,0.0,1,1
IND401209AAB,0.0,0,3
IND401501AAA,0.0,1,1
IND401602AAA,0.0,1,1
IND402107AAA,3.648729512383788e-07,1,1
IND402109AAA,3.648729512383788e-07,1,1
IND402301AAA,3.648729512383788e-07,1,1
IND403002AAA,0.0,1,1
IND403726AAB,7.297459024767576e-06,5,5
IND403401AAA,0.0,1,1
IND403507AAA,0.0,1,1
IND403507AAB,0.0,1,1
IND403601AAA,0.0,1,1
IND403702AAA,0.0015919406862530468,1,2
IND575004AAB,0.012877825941007342,6,7
IND581314AAA,0.001890771633317279,3,2
IND403726AAA,0.009158311076083309,4,6
IND416510AAA,0.0012135674358188478,2,2
IND581303AAA,0.0,1,2
IND581400AAB,0.00040500897587460047,2,1
IND410401AAA,0.0,1,1
IND410501AAF,0.0,1,1
IND410503AAA,0.0,1,1
IND410505AAB,0.000808193586993009,2,2
IND411014AAA,0.001616387173986018,3,3
IND411043AAA,0.0,1,1
IND411048AAA,0.0,1,1
IND411017AAA,0.0,1,1
IND412105AAC,0.0,1,1
IND411021AAA,0.0,1,1
IND411036AAA,0.0,1,1
IND413002AAA,0.003272910372608258,5,5
IND413501AAA,0.0005951077834697959,2,2
IND414001AAA,0.0012150269276238015,1,3
IND416012AAA,0.00992089554417152,5,5
IND431136AAC,0.00564239531795029,5,5
IND431603AAA,0.004842593808835763,4,4
IND580028AAA,0.013223725498781326,9,8
IND411033AAB,0.0,0,1
IND411057AAF,0.0,1,0
IND412210AAC,0.0,1,1
IND412803AAB,0.0004053738488258389,1,1
IND421802AAA,0.0004031846111184086,1,1
IND413304AAA,0.0016160223010347797,2,2
IND413307AAC,0.0,1,1
IND415301AAB,0.0004053738488258389,1,1
IND413307AAB,0.0004031846111184086,1,1
IND413401AAA,0.0,1,1
IND413517AAA,0.000808193586993009,2,2
IND431717AAA,0.0,1,1
IND413531AAA,0.0,1,1
IND413709AAA,0.0008074638410905323,4,3
IND423109AAA,0.00040391435702088536,3,3
IND423601AAA,0.00040208999226469343,3,2
IND423701AAB,0.002011179707225944,3,1
IND414203AAB,0.0,1,1
IND414302AAB,0.000808193586993009,2,2
IND414502AAA,0.0012106484522089408,1,1
IND431107AAB,0.0012084592145015106,1,1
IND415003AAA,0.001868514383291738,1,2
IND415124AAA,0.0016171169198884948,1,1
IND415605AAA,0.0016149276821810646,1,1
IND415408AAC,0.0004031846111184086,1,1
IND415409AAB,0.001619306157595925,1,1
IND415709AAA,0.0016127384444736344,1,2
IND415612AAA,0.0004053738488258389,1,1
IND416122AAA,0.001439058919684166,1,1
IND591237AAB,0.002023585387568049,1,1
IND416404AAA,0.0020126391990308973,2,1
IND416602AAC,0.0008056394763343404,1,1
